Particulars,Voucher Type
HAJMOLA SHISHI ANARDANA,Pharma
EMODEL DS MOISTURIZING LOTION (200GM),Pharma
HIMALAYA ALOE VERA F/W (200ML),Pharma
DABUR AMLA HAIR OIL (90ML),Pharma
BIOTIQUE SUNSCREEN LOTION (120ML),Pharma
OTOGESIC E/D,Pharma
CLEAN & CLEAR LEMON F/W 50 ML,Pharma
THERMOMETER ROUND ODIN,Pharma
V & M SYRUP (200ML),Pharma
BIFILAC HP (10 CAP),Pharma
ALE PLUS (10 CAP),Pharma
VOLINI GEL (100GM),Pharma
STORAGE BOX BIG,Pharma
ZYKT SOAP 75GM,Pharma
COCO SOUL VIRGIN COCONUT OIL 250ML,Pharma
BELLAVITA PERFUME (100ML),Pharma
APIDRA INJECTION 100IU/ML (10ML),Pharma
SORVATE C OINT (20GM),Pharma
TELSARTAN 40MG (15 TAB),Pharma
RANIDOM O SUSPENSION (200ML),Pharma
FORACORT INHALER (400MCG),Pharma
ORITAXIM O DRY SYRUP 100MG (30ML),Pharma
LEVOQUIN 500MG (5 TAB),Pharma
ISOTINE PLUS E/D,Pharma
NASOPIL PAEDIATRIC NASAL DROPS (10ML),Pharma
SMYLE MOUTH ULCER GEL (10GM),Pharma
FORACORT FORTE INHALER,Pharma
SILOFAST 4MG (15 CAP),Pharma
LEVOFLOX 250MG (10 TAB),Pharma
OXCARB 300MG (10 TAB),Pharma
CARLOC 6.25MG (15 TAB),Pharma
ASTHALIN 2MG (30 TAB),Pharma
OXCARB 150MG (10 TAB),Pharma
SILOFAST 8MG (15 CAP),Pharma
MANOLL TONIC (400GM),Pharma
KOFOL COUGH SYRUP (100ML),Pharma
LOTUS CLAYWHITE FACE PACK 60GM,Pharma
BEER SHAMPOO (180ML),Pharma
CLAVAM 1G (10 TAB),Pharma
NUROKIND G (10 TAB),Pharma
NIVEA SUNSCREEN LOTION SPF30 (75ML),Pharma
OBORAVO 25 MG,Pharma
HALOTOP LOTION 50 ML,Pharma
CALCIROL XT TAB,Pharma
LOCULA 10% E/D (5ML),Pharma
RESTYL 0.25MG (15 TAB) NRX,Pharma
CRESAR H (10 TAB),Pharma
DYTOR PLUS 5 (15 TAB),Pharma
EXERMET GM FORTE 2 (10 TAB),Pharma
FORACORT INHALER (100MCG),Pharma
VALTEC CR 300 (10 TAB),Pharma
VENLOR XR 150 (10 CAP),Pharma
OXYSPAS 5MG (10 TAB),Pharma
RISNIA MD 3 (10 TAB),Pharma
LEVOFLOX 500MG (10 TAB),Pharma
CARLOC 25 MG CIPLA,Pharma
BECLATE ROTACAPS 400MCG (30 CAP),Pharma
NORFLOX 200 CIPLA,Pharma
RESTYL 0.5MG (15 TAB) NRX,Pharma
DUOVIR N CIPLA,Pharma
ATORLIP 5MG (10 TAB),Pharma
MIGARID 5 TABS,Pharma
ATORLIP 80MG (7 TAB),Pharma
OFLOX 100 REDIUSE,Pharma
DUPROST CAP,Pharma
URIMAX F (15 CAP),Pharma
FORACORT ROTACAPS (100MCG),Pharma
PIRFENEX TABS,Pharma
EXERMET GM FORTE 1 (10 TAB),Pharma
CRESAR 80MG (10 TAB),Pharma
VALTEC CR 200 (10 TAB),Pharma
CPINK DROPS 15 ML,Pharma
BECLATE INHALER (200MCG),Pharma
IBUGESIC ASP TAB,Pharma
AZMARDA 100MG (14 TAB),Pharma
CPINK TAB,Pharma
IVABEAT 5 TABS,Pharma
(CLOSED) FORACORT 0.5MG RESPULES,Pharma
RB4349I 601/9A 56,Others
VO5356 2864 50,Others
RX VX Liberty 3.0 S/R 1.59 Crizal Easy Pro BCT,Others
RX SV Eyezen 1.59 Crizal Prevencia BCT,Others
DJ 2055HD 54,Others
FF KODAK UNIQUE 1.56 HD DG UV BLUE PROG CleanNClear,Others
CLENCIN ROLL ON LOTION (10ML),Pharma
RANTAC RD (10 CAP),Pharma
ALLEVION E/D (5 ML),Pharma
HIMALAYA BABY HAIR OIL (100ML),Pharma
MEFTAL P (10 TAB),Pharma
HISTAFREE M (10 TAB),Pharma
DEPIWHITE CREAM (15ML),Pharma
LACTIFIBER POWDER (90GM),Pharma
EVERYUTH GOLDEN GLOW PEEL OFF (50GM),Pharma
VENPRES 40 AMH (10 TAB),Pharma
GILLETTE VECTOR +,Pharma
DIANE 35 (21 TAB),Pharma
REXIDIN M FORTE GEL (15GM),Pharma
SKINLITE CREAM (25GM),Pharma
OLMIGHTY 20MG (10 TAB),Pharma
ACNELAK SOAP (75GM),Pharma
VASELINE ALOE FRESH LOTION 200ML,Pharma
TYNOR TT/ABDOMINAL BELT L,Pharma
BETALOC 100MG (10 TAB),Pharma
ASCORIL SF COUGH SYRUP (100ML),Pharma
CR HC Minus (Seto),Others
FF KODAK CHROME UHD 1.56 UV BLUE CleanNClear,Others
PAMPER PANTS L2,Pharma
DIGECAINE SYRUP (200ML) SF,Pharma
NOVAMOX DROPS (10ML),Pharma
GLIMESTAR M2 FORTE (30 TAB),Pharma
LULICAN LOTION (30ML),Pharma
DERMI COOL POWDER (18GM) MRP 10,Pharma
AMBROLITE S COUGH SYRUP (100ML),Pharma
TACROVERA FORTE OINT. (15 GM),Pharma
ALL CARES OXYGEN CAN,Pharma
DUREX VIBRATION RING,Pharma
SUMO COLD (10 TAB),Pharma
ALLERGIN (10 TAB),Pharma
DUPHALAC SYRUP (150ML),Pharma
DOVE SOAP PINK 100GM,Pharma
ZANDU PANCHARISHTA DR (450ML),Pharma
ZIGLIM M 2 (15 TAB),Pharma
OLMECIP TRIO (10 TAB),Pharma
CHICCO BABY SHAMPOO NO TEARS 200ML,Pharma
NEBICARD T (15 TAB),Pharma
PARI CR 12.5 TAB,Pharma
PRELIN MNT (10 TAB),Pharma
DAPANORM 5MG (10 TAB),Pharma
M.POKO EXTRA L22,Pharma
ESOZ D 40 (15 CAP),Pharma
DIAMOX (15 TAB),Pharma
CARDACE 2.5MG (15 TAB),Pharma
LACTO CALMINE SUNSCREEN (50GM),Pharma
ZUKANORM D 10 (10 TAB),Pharma
HIMALAYA SCRUB SACHET (8GM),Pharma
IOPAR SR CAP. 10 NOS,Pharma
ROZUCOR ASP-10 (10 CAP),Pharma
K GLIM M2 FORTE (15 TAB),Pharma
HORLICKS CHOCO (75GM),Pharma
3M MICROPORE PAPER TAPE W/CUTTER 3INCH,Pharma
3PLY FACE MASK (TIE TYPE),Pharma
ACCU CHEK ACTIVE STRIPS (10N),Pharma
AMBI PUR AIR SPRAY 275GM,Pharma
AMBI PUR ROOM FRESH 180GM,Pharma
BENADRYL COUGH SYRUP (450ML),Pharma
MELAGARD SUNSCREEN LOTION SPF50 (60ML),Pharma
BANDY 400MG (1 TAB),Pharma
VENIZ XR 37.5 (10 CAP),Pharma
ACE PROXYVON GEL (30GM),Pharma
AER ROOM SPRAY,Pharma
AZMARDA 200MG (7 TAB),Pharma
DR ORTHO GEL (15GM),Pharma
DR ORTHO (30 CAP),Pharma
FSV AS 1.60 Crizal BCT Rock,Others
RECLIMET XR FORTE (15 TAB),Pharma
LA SHIELD SUNSCREEN GEL SPF40 (50GM),Pharma
BTN FORTE ( 10 TAB),Pharma
KAYAM CHURNA (50GM),Pharma
ACCU CHEK ACTIVE KIT,Pharma
PANDERM NM CREAM (15GM),Pharma
DROTIN SUSPENSION (100ML),Pharma
DOMSTAL SYRUP (30ML),Pharma
FEDAY (10 TAB),Pharma
TYNOR HEEL CUSHION M SIZE,Pharma
GODREJ MAGIC HAND WASH MRP 10,Pharma
KETOCIP CT SOAP (75GM),Pharma
FLODART PLUS (10 CAP),Pharma
HYDROXYL MOUTHWASH (200ML),Pharma
JOHNSONS MILK+RICE CREAM (100GM),Pharma
SYMBICORT TURBUHALER (320/9UG),Pharma
SITARED MD XR 1000 (7 Tab),Pharma
VENUS SMOOTH BLADE,Pharma
B FIT ADULT DIAPERS PAINTS L 10,Pharma
ITRASYS CF 200 (4 CAP),Pharma
LOBATE GM NEO LOTION (25ML),Pharma
HIMALAYA CLARINA F/W (60ML),Pharma
RIVELA TINT SUNSCREEN LOTION SPF50 (50ML),Pharma
AIR WICK SPRAY REFILL (250ML),Pharma
DUREX EXTRA THIN STRAWBERRY 10NOS,Pharma
ECOSPRIN GOLD 10 (15 CAP),Pharma
Pitt & Mitt 004P C3 47,Others
SCOTT 5355 C5 55,Others
FF KODAK EASY 1.5  U SHORT Tough Coat,Others
NICE SALICYLIC ACID (20GM),Pharma
COSKLOT 500MG (10 TAB),Pharma
CALDOB (15 TAB),Pharma
JOHNSONS BABY WET WIPES 20 NOS,Pharma
ETOSHINE 60MG (10 TAB),Pharma
ELTROXIN 25MCG (120 TAB),Pharma
CAREFREE PANTYLINER 20N,Pharma
SHELCAL CT (15 TAB),Pharma
LISTERINE COOL MINT M/W (500ML),Pharma
SF ADV ULTRA COMFORT XL 28NOS,Pharma
LITTLE BABY WET WIPES 80 NOS,Pharma
DAFLON 1000MG (10 TAB),Pharma
PIOZ MF 15MG,Pharma
OVACARE FORTE (12 TAB),Pharma
CADBURY CHOCLAIRS CANDY,Pharma
FCL B PROX 10 WASH (100ML),Pharma
MIXTARD 30HM PENFILL,Pharma
STERLING 1026 C4,Others
SCOTT 5355 C3 55,Others
SCOTT 5355 C4 55,Others
Pitt & Mitt 003P C1 47,Others
VO5321I 2761 52,Others
KODAK ROUND SEG28 CLEAR 1.5 PHOTO GREY CleanNClear,Others
MONTECIP LC TAB,Pharma
LEVOSIZ M (15 TAB),Pharma
BIO D3 MAX (15 CAP),Pharma
KRACK CREAM 15 GM,Pharma
NEERI (30 TAB),Pharma
PANTENE SILKY SMOOTH SHAMPOO (180ML),Pharma
BAIDYANATH GANDHAK RASAYAN (40TAB),Pharma
VEET BODY WAX STRIPS (20N),Pharma
GLICRITE XR 30 (10 TAB),Pharma
CARDIVAS 25MG (10 TAB),Pharma
WEAK IODINE SOL 15 ML,Pharma
ISTAMET D-XR 500 (7 TAB),Pharma
NIVEA SHOWER GEL COOL KICK 250ML,Pharma
NIVEA BODY MILK 75ML,Pharma
HIT  RED 400ML,Pharma
CK  5986  604  52,Others
FC8229 C2 52,Others
FC9881 C2 52,Others
FC8229 C3 52,Others
RX SV Eyezen 1.60 Cryzal Rock BCT,Others
Pitt & Mitt 003P C2 47,Others
Visualeyes Sapphire 1.59 UV420 Silk Plus,Others
STERLING 1026 C3,Others
THERMOSEAL PROXA WS,Pharma
ZANOCIN 100MG (10 TAB),Pharma
PHENERGAN 25 MG TAB,Pharma
ARPIZOL 10MG (10 TAB),Pharma
ACIVIR 800MG DT (5 TAB),Pharma
ESTOGEL GEL (80GM),Pharma
LYSER FORTE (10 TAB),Pharma
MOVICOL LIQ 200 ML,Pharma
PATE SAFA GRANULES (4GM),Pharma
RIFAGUT 200MG (10 TAB),Pharma
EKRAN LOTION (50GM),Pharma
DABUR HONEY (50GM),Pharma
METOLAR -XR 100 (10 CAP),Pharma
GLUCONORM SR 1 (15 TAB),Pharma
GLUCONORM G 2 TAB,Pharma
DUOVA INHALER,Pharma
ENCORATE CHRONO 300 (10 TAB),Pharma
RISNIA MD 2 (10 TAB),Pharma
ODOMOS NATURALS LOTION (120ML),Pharma
TELISTA H (15 TAB),Pharma
FRESHLOOK 1D COLOUR CONTACT LENSES  10PCS,Others
B+L Lacelle Premium Oak Brown,Others
SCOTT 617 AA C153,Others
FSV Elements 1.56 AS Blue Cut,Others
SCOTT 5355 C1 55,Others
FSV KODAK 1.67 UV BLUE SV RX CleanNClear Tracer,Others
FC8231 C1 52,Others
ZIR+ TOPAZ 1.56 UV420 HMC,Others
FSV KODAK 1.56 UV BLUE CleanNClear,Others
ORG IND TULSI HONEY CHAMOMILE,Pharma
DABUR HINGOLI  BOTTLE,Pharma
KOHINOOR PINK 1*10,Pharma
FLOMIST NASAL SPRAY,Pharma
RABLET -L (10 CAP),Pharma
TOPINATE OINT (15GM),Pharma
CRESTOR 10MG (15 TAB),Pharma
ORG IND SIMPLY CHAMOMILE,Pharma
LACRYL FORTE E/D (10ML),Pharma
ILUMAX ULTRA CREAM (20GM),Pharma
SUGAR POP CHARCOAL CLAY MASK,Pharma
HIMALAYA GENTLE BABY SOAP (75GM),Pharma
GPM SR 1 (10 TAB),Pharma
HAPPI ER (15 CAP),Pharma
B FIT ADULT DIAPERS XL 10NOS,Pharma
BUSCOGAST INJECTION 20MG (1ML),Pharma
CLOHEX MOUTHWASH (150ML),Pharma
DISPERZYME (10 TAB),Pharma
PARK AVENUE AFTER SHAVE LOTION 100ML,Pharma
GILLETTE WILKINSON,Pharma
ITROP PLUS E/D (5ML),Pharma
EVION CREAM 60GM,Pharma
FC9881 C5 52,Others
ZEISS Progressive Light 2DS 1.6 DV CHROME,Others
Sorrento 911 C4 51,Others
Zeiss FSV 1.60 DV Chrome,Others
SEECLEAR CR KRY TINT TUFF COAT,Others
IDEE SG 2954 P,Others
SCOTT 7021 C4 52,Others
ROSULIP F 5 (10 TAB),Pharma
TEAR DROPS GEL E/D (10ML),Pharma
PEE SAFE PANTY LINERS 20P,Pharma
NOVORET NEO (10 CAP),Pharma
FOZO RED 5MG (30 TAB),Pharma
TUGAIN SOLUTION 2% (60ML),Pharma
ERYTOP N GEL (15GM),Pharma
KOJIVIT PLUS GEL (15GM),Pharma
DETTOL SHAVING CREAM (60GM),Pharma
OLAY NATURAL AURA CREAM 40GM,Pharma
BAIDYANATH SURAKTA SYRUP (200ML),Pharma
LACTIHEP SYRUP (200ML),Pharma
BYSIPIN E/D (5ML),Pharma
GEMCAL XT (15 TAB),Pharma
NADIBACT GEL (10GM),Pharma
GRENIL (10 TAB),Pharma
AIR 120MG (10 TAB),Pharma
HBCOM SACHET (2GM),Pharma
DORZOX T E/D (5ML),Pharma
ALAMIN M FORTE (10 CAP),Pharma
LYCORED PRED SACHET (5GM),Pharma
TALIMUS OINTMENT (5GM),Pharma
PATANJALI MULTANI MITTI F/PACK 60GM,Pharma
DIGERAFT PLUS SUSPENSION (150ML),Pharma
BECOSULES SYRUP (120ML),Pharma
PARACHUTE HOT HAIR OIL (300ML),Pharma
SEBAMED SENSITIVE SKIN BAR,Pharma
SOLVIN COLD (10 TAB),Pharma
SHAMPOO MD MX 200ml,Pharma
CHICCO BABY TALCUM POWDER,Pharma
CRISANTA (21 TAB),Pharma
SCOTT 5479  C2 53,Others
REVO CRSV UV 420+ HMC LYCL,Others
FC8238 C2 49,Others
SCOTT 5483 C3 52,Others
ZIR+ TOPAZ 1.50 HMC,Others
CAZIQ PASTE (7.5GM),Pharma
AROSTAT GOLD 20 (10 CAP),Pharma
KABVIE 20MG (10 TAB),Pharma
JOHNSONS BABY OIL (200ML),Pharma
HK VITALS COLLAGEN POWDER (200GM),Pharma
LUBIMOIST ULTRA E/D 10ML,Pharma
KOJIPLUS TX CREAM (15GM),Pharma
JOHNSONS BABY TOP-TO-TOE BATH (50ML),Pharma
DERMACO ULTRA MATTE S/S GEL SPF60 (50GM),Pharma
TRAVISIGHT E/D (3ML),Pharma
PARACIP DROPS (15ML),Pharma
INDULEKHA SHAMPOO (100ML),Pharma
KZ CREAM (30GM),Pharma
LATOPROST EYE DROPS 2.5 ML,Pharma
CLOBETA GM CREAM (10GM),Pharma
STERLING 1018 C1,Others
FF KODAK UNIQUE 1.56 UV BLUE CleanNClear,Others
SCOTT 5479 C1 53,Others
IDEE SG 3023 P,Others
DJ 0375 56,Others
SCOTT 894 C3 52,Others
Sorrento 909 C5 53,Others
Straight Line 13x F/2PC08 57,Others
ZANDU FAST RELIEF GEL (5ML),Pharma
CHICCO BABY MOMENT SOAP,Pharma
DAPLO 10MG (10 TAB),Pharma
VENLA XR 37.5 (10 CAP),Pharma
BIOTIQUE LIP BALM (4GM),Pharma
TOBACIN EYE/EAR DROPS (5ML),Pharma
WHISPER BINDAZ NIGHTS XXL+ 16 NOS,Pharma
CANDIDOX CREAM 30 GM,Pharma
NIVEA SHOWER GEL FRESH PURE 250ML,Pharma
TELMA NB (10 TAB),Pharma
SOFY BODYFIT OVERNIGHT XXXL (3 NOS),Pharma
TELMA LN 40 (15 TAB),Pharma
KAMASUTRA CONDOM 1*10,Pharma
VOVILUP P GEL (30GM),Pharma
SOFTOVAC SF POWDER (100GM),Pharma
FLARE HEATING BAG POCKET 102,Pharma
PAMPER PANTS M11,Pharma
CONTIFLO ICON 0.4 (10 TAB),Pharma
CERELAC NO.18 5GRAINS&FRUITS,Pharma
M.POKO EXTRA XL4,Pharma
SCOTT 866 C406 51,Others
ZIR+ CHORUS PROG. P.G 1.56 HMC,Others
FD211 C1,Others
Sorrento 908 C5 56,Others
DROTIN DS (15 TAB),Pharma
CILACAR TM 50 (10 TAB),Pharma
TENOVATE M CREAM (15GM),Pharma
MARTIFUR MR 100 (10 TAB),Pharma
KIWI COTTON PADS,Pharma
REVITAL H MEN (60 CAP),Pharma
ODONIL ROOM SPRAY COMBO PACK,Pharma
PARK AVENUE DEO 150ML,Pharma
PAMPER PANTS L6,Pharma
GARNIER WRINKLE LIFT CREAM 18GM,Pharma
ACNE UV GEL SPF 30 (30GM),Pharma
ALFUSIN D (15 TAB),Pharma
TRENTAL 400MG (15 TAB),Pharma
NIOGENTA -F CREAM (20 GM),Pharma
SUCRAL O SUSPENSION (200ML),Pharma
BEPLEX CZS (15 TAB),Pharma
ROSULIP 5MG (15 TAB),Pharma
ALCROS SB 130 (10 CAP),Pharma
PILOCAR E/D (5ML),Pharma
BIMAT LS EYE DROP (3ML),Pharma
FD156 C2 57,Others
TH 2632 C3 52,Others
RIM LOCK 11 -COL.C,Others
CORTIRATE S OINTMENT (30GM),Pharma
DUREX REAL FEEL 1*10,Pharma
ORAL B TOOTHBRUSHES RS 80/75,Pharma
TYNOR WRIST SPLINT AMBIDEXTROUS (L),Pharma
CLOBETA GM CREAM (20GM),Pharma
PAMPER PANTS XL16,Pharma
NORMOZ DS (10 TAB),Pharma
KRIMSON 35 (21 TAB),Pharma
B LONG F (30 TAB),Pharma
HALOVATE CREAM (30GM),Pharma
PEESAFE DISPOABLE TOILET SEAT COVER,Pharma
VITCOFOL SYP 200ML,Pharma
SOFTERON GOLD SUSPENSION (150ML),Pharma
DABUR PUDIN HARA ACTIVE (10ML),Pharma
ULTRA D3 DROPS (15ML),Pharma
TELMA AMH 40 (15 TAB),Pharma
SAVLON LIQUID 100 ML,Pharma
TETMOSOL DUSTING POWDER (50GM),Pharma
METSMALL 1000MG (14 TAB),Pharma
BON 4U MAX (10 CAP),Pharma
RX VX Comfort Max 1.56 Crizal Prevencia BCT,Others
Pitt & Mitt STICK ON 9 BLUE 44,Others
ZIR+ GARNET PROG 1.50 HMC,Others
LUBISTAR 0.5% (10ML),Pharma
PAMPER PANTS L1,Pharma
HIMALAYA GASEX ELAICHI SYRUP (200ML),Pharma
DAPAVEL 5MG (10 TAB),Pharma
DAPLO M 10 (10 TAB),Pharma
BAIDYANATH PUNARNAVARISHTA (450ML),Pharma
JALRA TRIO (10 TAB),Pharma
TELBID AM 80 (10 TAB),Pharma
IMXIA PLUS SHAMPOO (150 ML),Pharma
BANOCID FORTE (30 TAB),Pharma
HIMALAYA NEEM F/W (100ML),Pharma
PONDS BB+ CREAM 9GM,Pharma
MK2217U 396688 55,Others
STERLING 1017 C3,Others
RB4325  710/T5  59,Others
FC8227 C3 49,Others
FC8227 C2 49,Others
SCOTT 7021 C5 52,Others
VO5327 S298371 48,Others
CK  20111  009  55,Others
ZYDIP C CREAM (20GM),Pharma
AMRUTANJAN HEADACHE ROLL ON (10ML),Pharma
NOVAMOX SUSPENSION 250MG (60ML),Pharma
ARVAST 10MG (15 TAB),Pharma
EKRAN SOFT SUNSCREEN GEL SPF50 (50GM),Pharma
FIXDERMA NIGRIFIX CREAM (100GM),Pharma
YUGARD UNDER EYE CREAM (15GM),Pharma
YUGARD ANTI AGEING CREAM (30GM),Pharma
EPILYNO LOTION (50GM),Pharma
KLMC 1000 EFFERVESCENT (20 TAB),Pharma
TYNOR HEEL CUSHION L SIZE,Pharma
NICIP P TAB(10TAB),Pharma
GLYCOMET TRIO 2/0.3 (10 TAB),Pharma
KOHINOOR PINK 1*3,Pharma
SOFY PANTYLINER ANTIBACTERIA (18NOS),Pharma
NOVAMOX LB 500 (15 CAP),Pharma
WINCOLD OXY NASAL SPRAY (10ML),Pharma
CARMESI MENSTRUAL CUP,Pharma
OLMETOR H (15 TAB),Pharma
FLUCOS DUSTING POWDER (100GM),Pharma
GATIQUIN EYE DROP (5ML),Pharma
KERASHINE (15 CAP),Pharma
RACIPER 20MG (15 TAB),Pharma
GILLETTE FOAM LEMON 196GM,Pharma
Sorrento 909 C4 53,Others
Lacoste 6010 Mag Set 424  55,Others
RB3548 N001/58 51,Others
RB0880S 664057 49,Others
Sorrento 880 C4 54,Others
SCOTT 7021 C1 52,Others
RB4340 601 50,Others
SCOTT 7024 C2 53,Others
RX DBF 1.50 Crizal Easy Pro,Others
SCOTT 5417 C2 52,Others
REVO CR KRY HMC,Others
RX VX Comfort Max S/R 1.50 Crizal Easy Pro BCT,Others
TYNOR THUMB SPICA SPLINT,Pharma
METHYCOBAL- D ( 10TAB),Pharma
WAXRID EAR DROP (10ML),Pharma
TRESEMME SHAMPOO POUCH,Pharma
BIODERMA SEBIUM GEL MOUSSANT (100ML),Pharma
DAPAOWN 10MG (15 TAB),Pharma
STATSET-10MG (15 TAB),Pharma
LOMELA CREAM (18GM),Pharma
DIPROBATE PLUS LOTION (50ML),Pharma
GALVUS MET 50/500 (15 TAB),Pharma
SOFTOLAX POWDER (100G) SF,Pharma
SEBAMED BABY BODY LOTION (400ML),Pharma
SEBAMED BABY SHAMPOO (500ML),Pharma
SEBAMED BABY MASSAGE OIL 150 ML,Pharma
SUPRACAL (15 TAB),Pharma
AEROCORT FORTE ROTACAPS (30 CAP),Pharma
DABUR DASHMULARISHTA (450ML),Pharma
EASYLAX L ORAL SOLUTION (100ML)SF,Pharma
FC 9911 C4 53,Others
RB3025I 001/58 58,Others
RX6499 2945 57,Others
Sorrento 908 C1 56,Others
SCOTT 5355 C2 55,Others
KODAK ROUND SEG28 CLEAR 1.5 CleanNClear,Others
CHORUS SAPPHIRE PLUS PROG 1.59 HMC,Others
FC8231 C2 52,Others
ZIR+ GARNET PG 1.56 HMC,Others
TH 6259 C1 52 BLK,Others
SCOTT 7024 C1 53,Others
IRUS SG 1356,Others
IDEE SG 2990 P,Others
FC9781 C2 54,Others
FD245 C1,Others
Pitt & Mitt 002P C1 54,Others
CK 22133 008 55,Others
Sorrento 890 C2 51,Others
RX SV 1.56 Crizal Rock BCT,Others
Vision Rx Xtralite UV Blue 1.56 HMC,Others
Sorrento 877 C4 53,Others
FC9891 C5 52,Others
KOJIVIT GEL (15GM),Pharma
OMNIGEL SPRAY (20GM),Pharma
GANS BODY MIST (200ML),Pharma
DOXIPREG (10 TAB),Pharma
SENQUEL F TOOTHPASTE (50GM),Pharma
OGEM (10 CAP),Pharma
TACROZ FORTE SOLUTION (20 ML),Pharma
SKORE 10 PC RS 95,Pharma
CREMAPIL - PLUS SUSP 170 ML,Pharma
CHICCO FEED EASY BOTTLE 250ML,Pharma
CHEENI KUM 0 CAL BOX,Pharma
CHEENI KUM 90 BROWN BOX,Pharma
CHEENI KUM 90 WHITE BOX,Pharma
CERELAC NO12 MULTIGRAIN & FRUITS,Pharma
IRUS SG 1318,Others
Pitt & Mitt 006P C5 48,Others
FC8225 C2 52,Others
FC8225 C3 52,Others
CALDOB CREAM (30GM),Pharma
SOFTOVAC SOLUTION (225ML) SF,Pharma
ANO METROGYL CREAM (20GM),Pharma
COTTON 200 GM,Pharma
CURLZMOIST HAIR MOISTURIZER (100GM),Pharma
METSMALL 1000MG (15 TAB),Pharma
DAPRICA M10 FORTE (10 TAB),Pharma
PIOZ 7.5MG (10 TAB),Pharma
CHICCO BABY BODY WASH & SHAMPOO 100ML,Pharma
JOHNSONS MILK+RICE LOTION (50ML),Pharma
JOHNSONS BABY POWDER (50GM),Pharma
DIANORM -M OD 1000MG (15 TAB),Pharma
ITCH GUARD PLUS (5GM),Pharma
HK VITALS FISH OIL (40 CAP),Pharma
PROTAR SOLUTION (200ML),Pharma
VIS TEARS GEL(10ML),Pharma
AQUASOFT FC ADVANED FACIAL CREAM ( 60ML),Pharma
BOROLINE SUTHOL LIQUID (100ML),Pharma
KOJITIN ULTRA GEL (20GM),Pharma
S CITADEP 10 (10 TAB),Pharma
DETTOL ANTISEPTIC LIQUID (5 LTR),Pharma
STARPRESS T 25 XL (15 TAB),Pharma
SYSFOL 5MG (30 TAB),Pharma
ZYDIP C LOTION (50ML),Pharma
HIMALAYA FACE WASH (100ML),Pharma
CETAPHIL SUNSCREEN KIDS SPF 50 (150ML),Pharma
DAFLON 500MG (10 TAB),Pharma
ETOZOX 90MG (10 TAB),Pharma
LAKME PEACH MILK SOFT CREAM  25GM,Pharma
NIVEA LIP BALM 4.8GM,Pharma
Sorrento 890 C1 51,Others
FC9751 C2 53,Others
RENERVE PFS INJECTIONS 1500MCG,Pharma
GTN SORBITRATE CR 2.6MG (30 TAB),Pharma
DD VIT (10 TAB),Pharma
NEPTAZ 50MG (14 TAB),Pharma
SULIDAPA 10MG (14 TAB),Pharma
CALOF D3 (10 CAP),Pharma
NEXITO 20MG (10 TAB),Pharma
SIZODON 3MG (10 TAB),Pharma
HISONE 5MG (10 TAB),Pharma
CHICCO BABY SHAMPOO NO TEARS 500ML,Pharma
TYNOR WRIST SPLINT AMBIDEXTROUS (M),Pharma
AZULIX 1 MF (15 TAB),Pharma
HIFENAC SR (10 TAB),Pharma
NAVRATNA ACTIVE DIO POWDER 50 GM,Pharma
CHICCO BABY BODY LOTION 100ML,Pharma
CEFASYN 500MG  4NOS,Pharma
LULIMAC CREAM (50GM),Pharma
SCOTT 893 C4 53,Others
SEECLEAR CR KRY 1.56 PG TUFF COAT,Others
FC9751 C3 53,Others
AMLOPRES L (15 TAB),Pharma
SAAZ DS (10 TAB),Pharma
CYCLOPAM SYRUP (60ML),Pharma
PIGEON NIPPLE 9+ MONTH (L),Pharma
MECONERV 500MCG (10 TAB),Pharma
TYNOR KNEE CAP S,Pharma
FEM CREAM BLEACH (40GM),Pharma
NEW NERVUP FORTE TAB 15NOS,Pharma
EZORB FORTE (15 TAB),Pharma
IODEX RAPID SPRAY (60GM),Pharma
DENVER DEO (150ML),Pharma
D F O SPRAY 60GM,Pharma
DIGENE GEL MINT (200ML),Pharma
DIGENE ORANGE GEL (450ML),Pharma
DOVE CONDITIONER POUCH 7ML,Pharma
(CLOSED) DOVE DRYNESS CARE SHAMPOO (180ML),Pharma
DOVE SOAP SET 1*3,Pharma
DABUR NEEM TAIL 50ML,Pharma
GLYCINORM  M OD 60MG (10 TAB),Pharma
AZTOR 20MG (15 TAB),Pharma
MONTAIR FX SUSPENSION (60ML),Pharma
LOTUS SPF 30 (100GM),Pharma
CORIMINIC SYRUP (60ML),Pharma
FF KODAK PRECISE 1.56 UV BLUE CleanNClear,Others
BE4358 346481 57,Others
X FACTOR 4PAGE EYEWEAR,Others
RX KODAK 1.74 UV Blue SV CleanNClear,Others
VENIZ XR 150 (10 CAP),Pharma
BOROPLUS SOAP (40GM) MRP 10,Pharma
ZINCOREN EAR/EYE DROPS (10ML),Pharma
CARDACE METO 2.5 (10 TAB),Pharma
ZEEBEE (1 TAB),Pharma
LULITEC CREAM (30GM),Pharma
NERF MD (15 TAB),Pharma
ISOLAZINE (15 TAB),Pharma
FUCIDIN OINTMENT (5GM),Pharma
FRUIT AND FOOD FEEDER,Pharma
BETRECEP 5MG (56 TAB),Pharma
FOLITRAX 25 MG INJECTION (1ML),Pharma
POLIEXAR 2MG (10CAP),Pharma
OXRA 10MG (14 TAB),Pharma
NUROKIND ORANGE FLAV 210 ML SYRUP,Pharma
